gene_id	KO1CT	KO1G	KO1NH	KO1NL	KO2CT	KO2G	KO2NH	KO2NL	KO3CT	KO3G	KO3NH	KO3NL	WT1CT	WT1G	WT1NH	WT1NL	WT2CT	WT2G	WT2NH	WT2NL	WT3CT	WT3G	WT3NH	WT3NL
1110032F04Rik	453	296	375	224	682	301	348	255	424	371	481	297	741	499	703	347	484	452	684	326	400	468	731	273
4930557J02Rik	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pvr	1593	956	1206	1031	1799	1046	1081	1169	1605	764	764	1228	975	700	754	913	990	831	732	1055	1130	741	690	1097
4930432E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4732471J01Rik	27	19	10	12	19	16	14	11	19	10	11	17	14	19	12	16	17	12	1	6	29	6	7	5
Lix1l	1	10	7	7	2	5	5	8	2	5	2	6	4	7	3	4	6	5	7	4	4	4	5	3
Ikzf5	2624	1494	1064	1572	2510	1510	1113	1698	2658	1305	965	1841	2395	1290	1044	1545	2636	1141	1136	1330	2953	1224	1256	1422
Ikzf4	130	367	343	453	97	383	342	412	73	347	253	440	152	512	350	648	162	863	318	673	171	476	344	526
Ikzf1	16571	19026	12851	14643	15522	19484	12364	16773	18579	18984	12067	16935	16530	17370	10219	17282	18030	16833	11020	15832	18213	17296	11662	15059
Ikzf3	5404	9421	5350	5574	4547	8432	4925	6027	5549	8399	5832	5920	3871	8441	4525	8091	4874	8513	5834	6970	5614	7767	5595	6197
Ikzf2	564	1927	965	1196	741	1970	1022	1316	580	1452	771	1399	620	1855	484	1272	821	1701	693	1217	774	1958	713	1199
Mbtd1	2670	2198	1454	2015	3009	2373	1549	2345	2824	2164	1495	2422	2786	2509	1892	2454	3091	2468	1841	2217	3031	2491	1941	2353
Gm32385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm32384	0	9	9	7	4	11	17	3	0	11	18	7	2	20	24	9	0	9	13	14	4	14	26	11
Gm52356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52357	8	2	0	0	8	0	0	0	0	6	0	3	4	2	0	0	2	4	0	0	0	0	6	0
Gm29679	0	3	0	6	3	0	0	2	3	2	0	4	0	0	0	3	4	0	4	0	6	0	0	2
Gm52351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52352	0	0	0	0	0	0	0	2	0	2	5	0	0	0	4	0	5	1	0	0	5	0	0	0
Gm52353	8	8	9	3	5	13	10	9	14	5	7	3	0	3	0	7	3	4	8	8	7	8	6	9
LOC115487084	55	28	24	22	54	27	13	30	68	23	19	22	31	27	17	27	47	17	15	16	54	13	19	12
Gm29674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115487086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32389	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52359	0	0	0	0	0	0	4	0	0	4	4	0	0	0	4	0	0	6	0	0	0	0	0	0
Pigyl	116	116	59	166	98	123	67	163	139	140	63	161	190	90	71	98	178	86	42	123	181	83	56	133
Theg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf18	11	0	3	4	17	1	0	6	8	0	2	0	17	0	0	2	14	0	5	0	3	0	5	0
Fgf13	785	408	213	516	560	425	156	530	625	350	166	572	873	383	384	568	852	423	434	639	770	348	461	549
Fgf12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Fgf11	0	17	0	12	4	18	12	12	6	6	3	16	0	5	3	14	6	4	2	4	0	12	4	4
Fgf10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Fgf17	0	0	0	2	0	0	0	3	4	2	1	2	4	3	5	0	2	0	5	4	2	4	6	2
Fgf16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fgf15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Prss46	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Prss47	7	0	3	0	12	0	0	0	0	1	4	0	0	0	2	1	0	3	2	3	6	4	1	0
Prss44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss45	0	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	1	0	1	3
Prss42	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	2	2	0
Prss43	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss41	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	3	4	2	0	3	0
Prss48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phc1	2345	1773	1380	1614	2379	1706	1394	1788	2148	1458	1288	1731	2248	1209	816	1710	2313	1340	818	1545	2200	1338	867	1554
Phc3	4942	4705	3601	4478	4710	4171	3623	4756	5273	3284	3165	5143	2650	3207	2188	4279	3775	3532	2460	3726	4380	3028	2555	3310
Phc2	3480	4698	4095	4333	3549	4487	4330	4493	3651	4598	4670	4410	4418	4712	4167	4744	4007	4647	3544	4803	3894	4669	3879	4794
Smok3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golt1b	1197	1029	1333	926	1160	1224	1327	1071	1360	1127	1290	1120	1215	1200	1523	1190	1176	1277	1447	1057	1183	1284	1516	1169
Golt1a	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
4930544M13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grin1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp3	803	1074	925	1112	658	1100	1026	1095	795	1200	1090	1174	930	1151	1210	1137	921	1098	992	983	776	1152	1127	1135
Chmp7	1268	831	637	903	1167	811	652	900	1185	777	639	843	1420	777	706	800	1398	782	725	757	1422	652	795	929
Chmp6	371	682	696	551	321	654	653	574	404	721	665	630	433	698	694	624	337	716	603	563	318	679	629	587
Chmp5	558	590	324	797	444	604	290	877	506	593	266	860	708	408	345	590	610	437	320	550	548	412	373	761
Recql5	520	706	538	665	542	737	561	697	607	648	639	692	404	603	478	541	374	617	440	537	377	582	565	638
Recql4	126	97	118	64	173	78	126	68	140	70	130	63	156	130	157	89	215	96	183	90	212	88	205	62
Gcnt7	18	5	6	11	18	13	11	18	14	6	11	13	15	6	8	18	11	7	3	3	17	5	3	2
Mm2pr	6	0	0	6	0	0	2	3	4	0	1	6	7	3	0	0	11	3	0	0	0	4	0	2
Gcnt1	24	13	24	19	8	8	30	14	25	8	62	15	13	9	26	10	12	15	33	10	20	7	16	17
Fam170b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt3	4	0	2	0	0	0	8	0	5	0	0	0	2	0	0	0	0	2	4	4	12	2	2	0
Ythdc1	9898	6391	5601	5993	9700	6650	6004	6671	10488	5773	5295	6613	8028	6053	5320	6727	9430	5991	5755	6157	9864	5965	5851	6205
Mark4	974	1233	883	1556	885	1263	813	1586	922	1107	809	1544	1206	1016	992	1308	1172	1231	998	1502	1191	1192	1000	1543
LOC102636841	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mark1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark2	5205	5081	3909	5722	4408	4926	3455	5319	5048	4894	3785	5612	4776	4094	3427	5040	5007	4047	3275	5322	5092	4185	3454	5265
Mark3	2523	2194	2240	1920	2336	2197	2183	2066	2272	2145	2395	2305	2505	2289	2415	2315	2439	2376	2479	2255	2680	2362	2556	2294
4930565D16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmd3	1948	2864	4420	2443	2212	3009	4469	2702	2056	2982	4845	2793	2643	3959	5520	3467	2373	3947	4798	3577	2155	4023	5098	3401
Gm33168	4	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	4	0	0	0	3	0	2	0
Gm33169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Extl1	16	0	3	0	22	2	0	5	14	0	7	4	11	4	6	0	19	0	5	0	12	4	4	4
Extl2	210	197	270	150	229	224	286	189	207	202	270	170	369	338	353	241	306	272	406	253	330	354	338	237
Extl3	1177	1260	1680	1268	965	1258	1665	1297	1005	1221	1699	1390	1053	1202	1718	1368	1047	1212	1985	1302	992	1092	1892	1182
Gm33162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33160	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Tia1	808	2211	1305	2470	582	2334	1257	2553	831	1880	1200	2848	620	1639	1100	2068	730	1847	1038	1886	754	1531	1103	2303
Gm3734	2	5	7	4	5	5	4	0	0	3	6	0	4	10	21	6	2	0	8	6	0	8	7	4
Tmem163	11	13	11	17	8	16	20	16	15	7	12	13	20	9	20	22	20	20	38	5	30	14	31	22
Tmem165	737	1850	2064	1495	665	1806	2044	1494	665	1814	2331	1711	929	2278	2661	1690	829	2181	2359	1774	614	2305	2780	2177
Tmem164	1290	945	724	895	1150	834	727	970	1403	868	770	1032	1230	887	812	1009	1360	796	844	887	1226	896	862	931
Tmem167	1018	1469	1888	1223	967	1379	1896	1500	1031	1461	2070	1410	1168	1683	2141	1547	1032	1781	2047	1618	1004	1609	2195	1461
Tmem169	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0
Tmem168	839	762	733	715	729	722	743	699	786	741	820	757	990	680	748	747	896	674	739	617	778	670	806	627
Gm3739	27	31	45	10	13	20	45	15	17	24	37	24	6	20	36	26	7	27	38	15	9	22	45	26
Tbc1d8	42	41	44	57	49	41	68	35	64	78	84	54	145	62	73	146	115	32	68	32	103	54	88	42
Tbc1d9	36	10	8	15	20	9	7	10	30	13	4	14	77	13	8	35	75	6	13	10	64	7	11	9
Tbc1d1	3441	2102	907	2087	3022	2089	862	1986	3487	1793	868	2176	2675	1159	846	1876	3139	1358	936	1706	3394	1309	906	1625
Tbc1d2	51	17	29	5	41	13	21	15	43	12	29	6	46	15	17	28	39	10	28	18	58	14	11	11
Tbc1d4	1145	264	87	352	1163	251	101	306	915	288	121	366	1469	235	172	418	1489	181	165	277	1464	208	169	360
Tbc1d5	1628	628	381	749	1375	668	359	801	1591	642	444	769	1347	536	311	734	1486	566	285	584	1512	581	393	618
Tbc1d7	86	97	77	94	72	92	109	92	53	90	109	101	81	82	98	67	68	77	84	74	89	113	98	81
D730003I15Rik	23	45	31	69	25	69	31	62	34	52	20	54	34	28	14	27	24	40	19	18	29	41	11	34
Spata48	36	17	39	20	26	16	48	27	17	22	26	14	33	38	42	17	25	25	44	14	36	33	43	16
Spata45	2	2	0	4	4	0	3	4	4	2	0	0	3	3	2	2	6	0	2	0	2	1	0	2
Spata46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex13a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933405E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26615	23	11	0	19	62	16	2	19	29	11	2	22	7	7	4	20	27	0	10	11	18	2	11	16
Gm26611	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Gm26618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btc	0	2	0	4	2	4	0	0	2	4	0	4	3	2	0	0	2	0	0	0	6	0	0	0
Akirin1	2456	2687	2778	3068	2542	2921	2671	3339	2395	2764	2491	3303	3137	2578	2230	3165	2845	2641	2303	3027	2840	2673	2490	3269
Olfr247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m1	1243	1461	1424	1435	897	1577	1402	1489	1165	1521	1498	1599	848	1337	1399	1586	823	1504	1405	1432	924	1348	1451	1517
Ap3m2	781	463	68	585	669	421	76	668	756	468	86	612	711	224	66	453	681	226	83	414	806	172	98	392
Cyp11b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limd2	23655	26135	6674	28697	23494	28194	6858	30167	24211	28362	6890	29162	26654	15288	4588	17532	23133	14527	3889	16630	19227	15109	4263	23448
Limd1	1969	2217	1528	2057	1565	2071	1599	2306	1936	1898	1485	2148	1749	1862	1500	2147	1938	1766	1636	1918	1940	1828	1693	2010
1700046C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nop58	3824	8669	18089	5554	4085	8994	18014	6942	4353	9043	18697	6439	4284	13978	20934	11072	4103	15137	19996	11387	3663	15438	20373	10291
Acsf2	1174	763	113	1081	1076	717	106	1280	1133	776	106	1188	951	252	101	593	987	288	102	581	954	237	91	770
Nop56	7249	14797	29497	9550	6580	15473	29358	11725	6904	16029	31617	10905	9326	24661	36728	18637	9740	25543	32230	18714	9624	26014	34943	19001
Dnaaf6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nop53	20920	17170	18611	18536	20892	18044	18512	19086	20566	18829	16617	19298	28389	17239	17369	17925	25134	17616	16482	17998	22786	18123	16835	21410
Sarnp	486	657	759	473	357	1010	1026	870	562	430	1094	596	334	450	1114	1139	488	792	1506	525	568	765	1605	1199
Kcnip4	7	5	9	5	8	4	11	11	8	9	10	20	3	7	14	7	0	18	8	16	3	11	11	3
Kcnip3	10	0	0	9	11	5	2	4	6	7	8	12	16	0	0	4	19	0	4	5	9	2	2	0
Kcnip2	83	62	3	58	103	67	6	69	74	46	5	84	131	22	0	47	83	30	10	23	89	25	8	27
Kcnip1	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0
4930553E22Rik	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930447A16Rik	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Tpcn1	2019	1656	219	2655	1566	1626	269	2860	2035	1613	253	2776	1456	637	294	1697	1529	607	321	1386	1786	670	285	1721
Tpcn2	847	407	298	406	875	436	292	371	795	460	390	391	620	496	361	542	709	462	364	476	717	406	353	446
Gm8600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltbp4	0	9	0	7	3	11	5	14	3	3	6	4	6	0	12	7	0	10	8	0	4	10	12	0
Ltbp3	0	1	1	0	0	0	0	2	0	1	3	2	2	4	2	4	2	1	0	4	3	9	1	4
Ltbp2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	3	4	0	2	0	0	0	3
Ltbp1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	5	0	0
Taar2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr911-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029M03Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Scnn1b	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm2956	0	3	5	0	2	5	7	2	0	4	13	5	0	4	6	0	1	5	7	2	1	4	4	1
Gm46195	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0
Chadl	13	8	12	8	11	7	12	9	8	9	15	9	10	11	14	9	9	15	18	19	13	17	22	9
Gm40921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40925	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40929	0	3	12	3	0	4	1	5	0	0	13	10	0	6	11	18	0	8	18	14	2	5	19	5
Gm34244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pappa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9530082P21Rik	24	14	38	13	0	11	15	27	7	6	21	11	13	20	52	28	0	47	28	28	4	28	43	10
Gm1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Secisbp2	2258	2337	2296	2017	2330	2225	2327	2104	2260	2195	2411	2381	1823	2462	2410	2410	2079	2490	2290	2297	2341	2457	2302	2321
Cacna1h	0	0	0	4	0	0	0	0	5	4	2	0	2	0	4	4	2	4	4	0	9	4	0	0
Cacna1i	51	7	8	22	35	10	6	18	47	20	6	16	31	11	5	4	38	7	5	8	27	10	0	7
Calhm6	173	659	224	441	163	565	206	375	137	745	184	423	413	538	148	479	353	544	140	473	230	560	116	541
Calhm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctdspl2	1516	1546	1096	1621	1456	1803	1175	1640	1427	1624	1120	1925	1807	1348	1188	1625	2028	1528	1095	1334	1893	1397	1243	1511
Cacna1a	187	247	290	192	150	231	219	188	145	195	308	172	128	273	256	231	104	310	241	289	136	281	252	207
Cacna1b	3	19	0	16	2	8	0	6	9	26	0	25	5	6	0	15	4	3	8	16	4	9	0	13
Cacna1c	3	25	7	7	16	15	8	18	15	10	7	16	9	5	3	6	11	12	3	5	27	4	6	13
Cacna1d	9	7	0	10	12	2	9	6	5	4	4	10	6	8	0	6	12	10	9	3	6	2	6	0
Cacna1e	36	13	13	32	70	23	14	13	78	14	17	15	78	10	7	26	80	4	5	7	81	11	30	4
Cacna1f	5	0	0	6	4	2	2	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Cacna1g	0	0	2	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Cacna1s	2	2	8	9	7	2	6	10	4	4	7	3	17	6	9	0	17	7	4	0	7	14	10	7
1700122E12Rik	6	7	1	5	18	8	0	8	7	8	3	9	0	6	0	10	10	0	0	4	8	5	3	6
Xrn1	3180	2404	1145	2710	2818	2329	1304	2889	3146	1937	1176	3049	2049	1522	964	2459	2562	1714	911	2153	2958	1565	1080	2082
Xrn2	11865	11900	11050	10938	12316	11915	10798	12476	11901	11048	11177	12597	10515	10866	9919	11761	11940	11219	10659	10831	12471	11083	10746	11232
Pde11a	68	4	4	15	46	9	0	12	75	4	9	23	37	7	0	27	70	9	0	21	53	11	7	21
Olfr1417	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm42437	3	6	7	0	9	14	10	5	10	16	8	7	6	9	8	15	3	10	13	5	5	12	9	9
9630028I04Rik	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dqx1	299	221	211	215	279	249	210	224	313	226	246	241	123	183	217	200	164	176	203	159	237	205	210	181
Dynlrb1	1906	2065	1760	2378	1582	2275	1612	2856	1651	2389	1970	2605	2855	1809	2005	2026	2367	1770	1510	1952	1987	1820	1662	3015
Gdpd5	106	42	113	37	66	48	128	49	57	51	128	38	100	68	136	115	94	90	103	83	113	79	133	94
Cct4	4464	8256	13967	6853	4800	8472	14942	7539	4643	8978	14944	7828	6078	11646	14376	9686	5552	12040	15191	9770	5292	12350	14851	9120
Cnot9	1741	2009	2090	1731	1689	2105	2180	1828	1625	2036	2439	1801	2184	2173	2231	2103	2086	2378	2341	1960	2040	2288	2343	1966
Cnot8	998	1337	1118	1333	956	1343	1115	1438	943	1319	1123	1537	1602	1208	1272	1319	1405	1283	1229	1328	1271	1243	1277	1455
Gm10486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn1	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	4	6	2	0	0	6	0	4	0
Cnot3	3452	3132	2767	3413	2583	3230	2399	3432	2852	3107	2952	3442	2491	3005	2736	3226	2560	3016	2609	3092	2502	2923	2692	3533
Cnot2	3268	5071	5717	4523	3159	5310	6125	4790	3298	4975	6211	4942	3473	5282	5922	5393	3672	5536	5796	4879	3350	5495	6089	4980
Cnot1	14151	14634	14435	12638	14956	13725	15143	13763	14508	11696	15104	13721	10407	15041	13659	15861	13144	15587	15628	15012	15421	15084	15478	12990
Cnot7	3653	2821	3831	2629	3728	2962	3711	2874	3640	2802	4019	2800	2610	3258	3856	3290	2853	3336	3712	2962	2964	3366	3980	3209
Cnot6	4880	3810	2786	3557	5766	3940	2898	3841	4934	3643	2852	4150	4443	2895	2831	3167	4788	3207	2516	2952	5046	2900	2862	3251
Cnot4	2405	1723	1724	1625	2125	1673	1850	1725	2166	1681	1852	1814	2105	1596	1806	1749	2405	1652	1627	1775	2300	1757	1715	1788
Oscar	11	0	0	0	0	0	0	0	9	1	2	6	5	1	3	4	6	2	3	0	2	0	2	2
Sirpb1a	0	0	0	2	2	0	2	2	8	2	0	4	9	0	0	0	0	0	0	0	5	0	0	2
Sirpb1b	1	0	0	0	6	0	0	0	12	0	2	0	12	0	0	0	9	0	0	0	0	0	0	0
Sirpb1c	6	2	0	0	4	0	0	0	4	0	0	3	19	3	2	0	20	0	0	0	0	0	0	0
B930018H19Rik	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gm39544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfic	501	319	124	346	423	391	133	371	519	294	103	380	501	285	109	358	571	314	132	331	554	333	129	349
Nfib	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0
Nfia	160	62	3	81	127	81	4	91	169	46	2	101	156	29	6	76	180	22	3	64	159	27	5	108
Gm39545	0	0	0	6	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112N08Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr3	179	206	558	272	209	202	587	188	110	182	490	246	917	608	1108	1001	724	1110	1683	1667	497	552	1575	941
Cxcr2	2	2	0	0	2	2	2	0	0	4	6	4	6	0	2	0	0	0	2	4	8	2	0	7
Cxcr1	9	12	0	12	0	8	0	11	2	2	0	11	3	5	0	13	2	23	0	58	0	5	0	32
Ttyh1	10	9	0	4	18	7	7	8	23	8	4	12	5	3	3	5	7	2	4	3	16	6	4	0
Ttyh2	13	12	0	29	20	16	2	24	11	19	6	15	16	14	5	13	23	9	3	12	41	5	9	23
Cxcr4	6538	1421	337	1378	6195	1703	434	1633	6456	1932	439	1514	6864	951	392	1045	6687	689	507	667	6411	913	404	895
Cyp2j11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cyp2j13	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Fbxl20	3578	3310	220	5009	3461	3305	185	5300	3357	2830	279	5509	3001	1243	190	3306	3429	1418	174	2976	3787	1129	220	3729
Fbxl21	8	0	4	6	1	0	0	0	7	5	0	6	0	0	0	0	2	0	0	0	9	0	0	0
Fbxl22	233	60	70	96	274	68	74	105	201	59	86	64	341	94	86	127	396	63	113	102	462	87	100	82
Dlc1	0	5	23	7	10	2	22	4	2	2	21	2	0	13	82	17	6	14	161	54	4	4	152	32
Pkig	82	50	39	64	51	46	55	58	66	50	56	43	113	29	56	58	99	60	64	51	93	44	67	55
U2surp	4193	5179	7214	4324	3923	5251	7509	4853	4570	4870	6896	4813	3626	5609	7064	5711	4092	5883	7272	5464	4234	5770	7585	4976
Pkib	24	24	70	81	24	37	70	38	20	41	69	48	75	58	110	150	55	106	90	62	36	64	125	81
Trnt1	916	1577	2329	1154	679	1615	2280	1341	915	1542	2509	1556	825	2069	2565	1790	1036	2169	2639	1735	971	2190	2771	1588
A930031H19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46430	172	331	146	363	169	323	132	339	198	349	153	411	162	202	164	274	193	161	145	233	177	222	173	246
Gm46431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46434	14	7	0	7	10	5	2	4	6	3	0	8	6	0	0	2	2	2	0	2	3	0	0	0
Gm46435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46436	42	41	27	28	38	24	29	31	42	12	12	21	11	11	7	15	23	15	21	8	28	10	17	10
Gm46437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40102	2	1	1	1	1	2	2	0	0	3	3	1	0	0	0	1	2	1	0	1	0	0	2	0
Gm51488	4	6	0	0	3	0	0	0	3	6	2	0	0	0	0	0	0	0	2	0	0	2	3	0
